source,target,value
2387949798,194615561,2/19/16 14:33
548462015,23047147,2/19/16 14:33
4243372036,7587032,2/19/16 14:33
326428898,361859989,2/19/16 14:33
19915883,17167572,2/19/16 14:33
1920906121,2832807293,2/19/16 14:33
4898643537,17980523,2/19/16 14:33
49152408,2976653309,2/19/16 14:33
2734291692,15757578,2/19/16 14:33
3120025702,170296342,2/19/16 14:33
74037082,918346674,2/19/16 14:33
2424684441,288513786,2/19/16 14:33
4786132700,382728933,2/19/16 14:33
25189440,31855526,2/19/16 14:33
3004567449,440473954,2/19/16 14:33
2676481292,35002876,2/19/16 14:33
2453285082,4263893061,2/19/16 14:33
825501626,809503508,2/19/16 14:33
2288799413,15757578,2/19/16 14:33
113559960,1685042425,2/19/16 14:33
74534733,16331010,2/19/16 14:33
485960927,4043751910,2/19/16 14:33
572059753,2976653309,2/19/16 14:33
385183572,18791763,2/19/16 14:33
3332621387,5135521,2/19/16 14:33
15589520,3375422393,2/19/16 14:33
3296341838,4229413280,2/19/16 14:33
3367318187,347627434,2/19/16 14:33
168531961,15766082,2/19/16 14:33
2675680907,16331010,2/19/16 14:33
406034177,4124058088,2/19/16 14:33
3432635795,2825253076,2/19/16 14:33
16976923,29465136,2/19/16 14:33
423631103,15446531,2/19/16 14:33
22046875,14267557,2/19/16 14:33
3367318187,347627434,2/19/16 14:33
15589520,3946915763,2/19/16 14:33
302004290,531506617,2/19/16 14:33
20739133,15576928,2/19/16 14:33
2809196309,4774532193,2/19/16 14:33
965298974,15766082,2/19/16 14:33
822647,326255267,2/19/16 14:33
3387126820,1536104407,2/19/16 14:33
3367318187,347627434,2/19/16 14:33
97445063,14293310,2/19/16 14:33
4111631055,5950272,2/19/16 14:33
489616946,723115219,2/19/16 14:33
830622012,170296342,2/19/16 14:33
333918545,258202498,2/19/16 14:33
40032780,7702542,2/19/16 14:33
406525423,97474887,2/19/16 14:33
447512402,351065668,2/19/16 14:33
506101838,149249831,2/19/16 14:33
2400691886,2274924564,2/19/16 14:33
2634118633,25073877,2/19/16 14:33
14931166,16041234,2/19/16 14:33
2781197315,170296342,2/19/16 14:33
4243372036,16973333,2/19/16 14:33
342543898,18857913,2/19/16 14:33
3044672439,15766082,2/19/16 14:33
719359008,20198802,2/19/16 14:33
7.00688E+17,109361219,2/19/16 14:33
390915592,2349902485,2/19/16 14:33
496832339,1541028804,2/19/16 14:33
466559230,14434063,2/19/16 14:34
2686651847,16041234,2/19/16 14:34
1419005648,1065869268,2/19/16 14:34
761701370,16884804,2/19/16 14:34
7.00688E+17,109361219,2/19/16 14:34
4686817909,358091193,2/19/16 14:34
3697661010,4905420028,2/19/16 14:34
322283365,155581583,2/19/16 14:34
7.00688E+17,109361219,2/19/16 14:34
2469346002,18956073,2/19/16 14:34
22683616,347627434,2/19/16 14:34
50103690,29465136,2/19/16 14:34
423083125,2274924564,2/19/16 14:34
3181302510,4774532193,2/19/16 14:34
558251172,190298721,2/19/16 14:34
224486559,356003130,2/19/16 14:34
1579206690,2195203470,2/19/16 14:34
49293428,14293310,2/19/16 14:34
983746075,42825230,2/19/16 14:34
4838288414,266894776,2/19/16 14:34
2779790776,4582587375,2/19/16 14:34
517455489,136608562,2/19/16 14:34
611231642,3946915763,2/19/16 14:34
209373884,4582587375,2/19/16 14:34
1855473854,1187647735,2/19/16 14:34
1920807991,358091193,2/19/16 14:34
3069326625,129973351,2/19/16 14:34
4268991619,25073877,2/19/16 14:34
573336998,41984111,2/19/16 14:34
374676084,18622869,2/19/16 14:34
66217979,15742985,2/19/16 14:34
24173578,149249831,2/19/16 14:34
300452975,1541028804,2/19/16 14:34
83871133,1049171,2/19/16 14:34
105809871,3510070873,2/19/16 14:34
880363622,2274924564,2/19/16 14:34
3288091105,319777415,2/19/16 14:34
130608234,29465136,2/19/16 14:34
2768388221,18622869,2/19/16 14:34
808014258,196168350,2/19/16 14:34
1454255606,2832807293,2/19/16 14:34
485960927,4693602139,2/19/16 14:34
1315834506,264050862,2/19/16 14:34
458089440,3375422393,2/19/16 14:34
521774557,170296342,2/19/16 14:34
1330960597,25073877,2/19/16 14:34
508370282,2934083036,2/19/16 14:34
17915515,144570961,2/19/16 14:34
2279641785,5695632,2/19/16 14:34
2936477807,25073877,2/19/16 14:34
4085135908,3622904116,2/19/16 14:34
2840135452,1517872886,2/19/16 14:34
3121287055,46213956,2/19/16 14:34
391804661,4774532193,2/19/16 14:34
1289677170,465158270,2/19/16 14:34
732980827,3181032174,2/19/16 14:34
1206043159,1541028804,2/19/16 14:34
3419924974,1187647735,2/19/16 14:34
459360785,373397618,2/19/16 14:34
231923744,3497865853,2/19/16 14:34
1330960597,25073877,2/19/16 14:34
124511922,1541028804,2/19/16 14:34
47167663,1541028804,2/19/16 14:34
4517187077,807095,2/19/16 14:34
842688864,16193222,2/19/16 14:34
17519978,61533487,2/19/16 14:34
124575350,14940354,2/19/16 14:34
331257093,2882758121,2/19/16 14:34
1882844504,28785486,2/19/16 14:34
212144856,1541028804,2/19/16 14:34
33270656,328878936,2/19/16 14:34
44349264,752404544,2/19/16 14:34
558848213,162611849,2/19/16 14:34
3187109152,2274924564,2/19/16 14:34
1873068876,351951741,2/19/16 14:34
877952460,4774532193,2/19/16 14:34
27064857,506429053,2/19/16 14:34
266951368,491461409,2/19/16 14:34
2325835572,2679989365,2/19/16 14:34
4571904743,594886554,2/19/16 14:34
2977900642,1541028804,2/19/16 14:34
19894251,61533487,2/19/16 14:35
7.00688E+17,109361219,2/19/16 14:35
49663205,35002876,2/19/16 14:35
2780707349,4774532193,2/19/16 14:35
1330960597,25073877,2/19/16 14:35
1618641848,535639721,2/19/16 14:35
347672129,14166714,2/19/16 14:35
4353480989,3817413628,2/19/16 14:35
1315529815,2758874697,2/19/16 14:35
259699382,271164268,2/19/16 14:35
7.00689E+17,109361219,2/19/16 14:35
3532804813,1613868523,2/19/16 14:35
2370856402,1541028804,2/19/16 14:35
1330960597,25073877,2/19/16 14:35
2960699387,18424289,2/19/16 14:35
4786132700,2908170952,2/19/16 14:35
3350521547,918346674,2/19/16 14:35
284445006,2832807293,2/19/16 14:35
148407187,18396319,2/19/16 14:35
146837685,18857913,2/19/16 14:35
1676646894,4774532193,2/19/16 14:35
1267867782,1541028804,2/19/16 14:35
294353964,1517872886,2/19/16 14:35
2936477807,3497865853,2/19/16 14:35
2172753872,204535356,2/19/16 14:35
82186679,24744541,2/19/16 14:35
18098616,3948421274,2/19/16 14:35
1885024224,3592503441,2/19/16 14:35
1979395890,1541028804,2/19/16 14:35
360841709,1541028804,2/19/16 14:35
23284066,607558430,2/19/16 14:35
373397618,3383175081,2/19/16 14:35
2270881405,1541028804,2/19/16 14:35
1377280904,344869786,2/19/16 14:35
23047147,549153653,2/19/16 14:35
91273455,194615561,2/19/16 14:35
2172753872,178362634,2/19/16 14:35
1349450185,148779151,2/19/16 14:35
540930006,80677991,2/19/16 14:35
28417879,978782184,2/19/16 14:35
22008787,16163639,2/19/16 14:35
395553583,506429053,2/19/16 14:35
1316921017,43042353,2/19/16 14:35
30720115,19554219,2/19/16 14:35
712976695,809503508,2/19/16 14:35
2202375985,28785486,2/19/16 14:35
1668150649,87957969,2/19/16 14:35
498016267,2274924564,2/19/16 14:35
7.00689E+17,109361219,2/19/16 14:35
6.97828E+17,2679989365,2/19/16 14:35
408882224,2274924564,2/19/16 14:35
59863209,99843594,2/19/16 14:35
4239051,46394544,2/19/16 14:35
96752326,914061,2/19/16 14:35
3006726285,2825253076,2/19/16 14:35
3808653920,3889878142,2/19/16 14:35
4042794105,4263893061,2/19/16 14:35
300006573,293483941,2/19/16 14:35
54706682,14940354,2/19/16 14:35
2197386599,16563015,2/19/16 14:35
933311364,2274924564,2/19/16 14:35
1688433084,40256008,2/19/16 14:35
2861560795,634595966,2/19/16 14:35
3129047341,25073877,2/19/16 14:35
269085077,41410702,2/19/16 14:35
2543809792,157044469,2/19/16 14:35
214075458,18622869,2/19/16 14:35
55066811,905972672,2/19/16 14:35
15853490,3060489838,2/19/16 14:35
3817413628,4102376488,2/19/16 14:35
583117972,16898332,2/19/16 14:35
122143791,331257093,2/19/16 14:35
421705628,152746113,2/19/16 14:35
8878442,1541028804,2/19/16 14:35
4921315393,41806188,2/19/16 14:35
7.00686E+17,109361219,2/19/16 14:35
7.00681E+17,109361219,2/19/16 14:35
3233867134,2274924564,2/19/16 14:35
1092748734,17539069,2/19/16 14:35
3398531592,149249831,2/19/16 14:35
630774068,2347049341,2/19/16 14:35
3532804813,171199510,2/19/16 14:35
7.00686E+17,109361219,2/19/16 14:35
351367132,2825253076,2/19/16 14:35
7.00688E+17,109361219,2/19/16 14:35
399719026,149249831,2/19/16 14:35
556281276,1541028804,2/19/16 14:35
207219685,535639721,2/19/16 14:35
44432772,351951741,2/19/16 14:35
261833202,351951741,2/19/16 14:35
139886616,807095,2/19/16 14:35
454443609,64231969,2/19/16 14:35
20084956,16193222,2/19/16 14:35
2310892912,619299246,2/19/16 14:35
4188575325,1541028804,2/19/16 14:35
17268547,18791763,2/19/16 14:35
797129659,283882708,2/19/16 14:35
2360453341,62760327,2/19/16 14:35
81279355,620571475,2/19/16 14:35
331497814,138102228,2/19/16 14:35
1493798792,18857913,2/19/16 14:35
3066923126,6.99345E+17,2/19/16 14:35
2220605833,53130511,2/19/16 14:36
53542393,351951741,2/19/16 14:36
20311111,548078410,2/19/16 14:36
584693897,496832339,2/19/16 14:36
99245311,1541028804,2/19/16 14:36
37816146,972293521,2/19/16 14:36
382855291,17133044,2/19/16 14:36
2172753872,358091193,2/19/16 14:36
3050154986,28785486,2/19/16 14:36
445813829,149249831,2/19/16 14:36
455141593,1541028804,2/19/16 14:36
605963171,2167674121,2/19/16 14:36
1920807991,17626317,2/19/16 14:36
3723481395,3976676854,2/19/16 14:36
2261151862,2274924564,2/19/16 14:36
3330521339,3332044263,2/19/16 14:36
2365181073,4035272183,2/19/16 14:36
631078668,94345928,2/19/16 14:36
1775896344,35002876,2/19/16 14:36
3435914254,1077970098,2/19/16 14:36
442297546,18791763,2/19/16 14:36
31999788,3060489838,2/19/16 14:36
2799661213,1541028804,2/19/16 14:36
519394873,1541028804,2/19/16 14:36
4458781394,23919418,2/19/16 14:36
3493943008,2832807293,2/19/16 14:36
14198812,518615888,2/19/16 14:36
2745921497,3946915763,2/19/16 14:36
814955942,2832807293,2/19/16 14:36
2540529620,376390162,2/19/16 14:36
1487604696,2975468251,2/19/16 14:36
368922979,1236830672,2/19/16 14:36
533520514,2832807293,2/19/16 14:36
15589520,535639721,2/19/16 14:36
20018057,28304256,2/19/16 14:36
1330960597,3181032174,2/19/16 14:36
7.00687E+17,109361219,2/19/16 14:36
3436249294,14267557,2/19/16 14:36
39103684,23480093,2/19/16 14:36
1589905896,2274924564,2/19/16 14:36
20018057,2181307298,2/19/16 14:36
2538688140,5695632,2/19/16 14:36
21415998,2987385810,2/19/16 14:36
410955013,193005632,2/19/16 14:36
2533109553,2274924564,2/19/16 14:36
20742461,15766082,2/19/16 14:36
7.00687E+17,109361219,2/19/16 14:36
1671566388,101117634,2/19/16 14:36
61059961,18510860,2/19/16 14:36
393067757,5695632,2/19/16 14:36
3817413628,3277814538,2/19/16 14:36
2734291692,2973440307,2/19/16 14:36
139241148,108807556,2/19/16 14:36
410955013,159428924,2/19/16 14:36
26485918,1450036520,2/19/16 14:36
149811528,33884545,2/19/16 14:36
196297605,549153653,2/19/16 14:36
885733974,3181032174,2/19/16 14:36
198945680,601176054,2/19/16 14:36
2585660045,407261533,2/19/16 14:36
3284358254,549153653,2/19/16 14:36
3092367483,1541028804,2/19/16 14:36
2328387228,35002876,2/19/16 14:36
494606832,2908170952,2/19/16 14:36
16386934,130945778,2/19/16 14:36
14852124,21705179,2/19/16 14:36
104644971,1065869268,2/19/16 14:36
2744734557,2274924564,2/19/16 14:36
403787129,3622904116,2/19/16 14:36
60879457,506429053,2/19/16 14:36
2220682437,1187647735,2/19/16 14:36
1916721728,1541028804,2/19/16 14:36
95643443,36452050,2/19/16 14:36
770879618,3677742792,2/19/16 14:36
130510445,23309699,2/19/16 14:36
978853189,635608354,2/19/16 14:36
508370282,148937313,2/19/16 14:36
3899720056,1541028804,2/19/16 14:36
2190527462,19211550,2/19/16 14:36
275583538,2347049341,2/19/16 14:36
44147487,914061,2/19/16 14:36
2476863896,183786228,2/19/16 14:36
1901047940,25073877,2/19/16 14:36
1330960597,328878936,2/19/16 14:36
2574904722,46775436,2/19/16 14:36
4364693417,4102376488,2/19/16 14:37
595065759,95448533,2/19/16 14:37
2819120263,5402612,2/19/16 14:37
4862157717,3181032174,2/19/16 14:37
65617648,635608354,2/19/16 14:37
31003023,149249831,2/19/16 14:37
104644971,36327407,2/19/16 14:37
21024653,1049306268,2/19/16 14:37
2651277586,1936025640,2/19/16 14:37
243790466,14434063,2/19/16 14:37
832268646,3147818308,2/19/16 14:37
390754546,331556368,2/19/16 14:37
45446985,15766082,2/19/16 14:37
16490787,15757578,2/19/16 14:37
386184819,2585696372,2/19/16 14:37
2838628562,2274924564,2/19/16 14:37
7.00688E+17,109361219,2/19/16 14:37
3297828842,5695632,2/19/16 14:37
501164250,16331010,2/19/16 14:37
124371986,3387188439,2/19/16 14:37
3272284375,809503508,2/19/16 14:37
416556761,537775187,2/19/16 14:37
592489826,916522718,2/19/16 14:37
7.00689E+17,109361219,2/19/16 14:37
4252860208,4263893061,2/19/16 14:37
4700477725,2279689231,2/19/16 14:37
2616577441,149249831,2/19/16 14:37
2908018504,2274924564,2/19/16 14:37
373092309,33900164,2/19/16 14:37
15410681,914061,2/19/16 14:37
2574904722,17167572,2/19/16 14:37
3438575493,2679989365,2/19/16 14:37
1871021786,1541028804,2/19/16 14:37
23897285,3387188439,2/19/16 14:37
3002689530,6160792,2/19/16 14:37
2475756944,18857913,2/19/16 14:37
1099631100,3110905846,2/19/16 14:37
1581948024,1494835716,2/19/16 14:37
33673925,16389971,2/19/16 14:37
7.0068E+17,109361219,2/19/16 14:37
123085999,1541028804,2/19/16 14:37
2172753872,16389971,2/19/16 14:37
535281385,1187647735,2/19/16 14:37
1148228160,97773094,2/19/16 14:37
174173970,199875709,2/19/16 14:37
38013204,149249831,2/19/16 14:37
214075458,28785486,2/19/16 14:37
4443531797,148779151,2/19/16 14:37
2161787000,634598384,2/19/16 14:37
4887629087,223810672,2/19/16 14:37
3434525997,25073877,2/19/16 14:37
1362634772,620571475,2/19/16 14:37
4189395329,1541028804,2/19/16 14:37
1114905223,2832807293,2/19/16 14:37
3221030338,1541028804,2/19/16 14:37
611231642,347627434,2/19/16 14:37
3592477283,16711026,2/19/16 14:37
1099631100,16031927,2/19/16 14:37
3437104270,95448533,2/19/16 14:37
25208451,1065869268,2/19/16 14:37
3154125441,362027898,2/19/16 14:37
3426603958,437030761,2/19/16 14:37
3178152246,28785486,2/19/16 14:37
7.00689E+17,109361219,2/19/16 14:37
948861128,16012783,2/19/16 14:37
3297584260,1541028804,2/19/16 14:37
537813351,261330050,2/19/16 14:37
28082249,29465136,2/19/16 14:37
65048459,407261533,2/19/16 14:37
17994508,17980523,2/19/16 14:37
3097368273,407261533,2/19/16 14:37
368546958,3448846420,2/19/16 14:37
3020762819,18828839,2/19/16 14:37
2825127980,14940354,2/19/16 14:37
531562638,16031927,2/19/16 14:37
58534369,520653311,2/19/16 14:37
4353480989,41067762,2/19/16 14:37
17470695,21348880,2/19/16 14:37
598217856,2825253076,2/19/16 14:37
4226271514,97773094,2/19/16 14:38
7.0069E+17,109361219,2/19/16 14:38
52812235,33276161,2/19/16 14:38
1034507186,1541028804,2/19/16 14:38
2275390862,2697587450,2/19/16 14:38
284160203,168531961,2/19/16 14:38
855887598,1541028804,2/19/16 14:38
907991616,43350851,2/19/16 14:38
2741941983,1269873392,2/19/16 14:38
7.00686E+17,109361219,2/19/16 14:38
3272248910,16163639,2/19/16 14:38
579156912,1541028804,2/19/16 14:38
7.00689E+17,109361219,2/19/16 14:38
303924321,78959237,2/19/16 14:38
39512124,798696055,2/19/16 14:38
32318775,17167572,2/19/16 14:38
2819021406,3257412572,2/19/16 14:38
32256414,3497941,2/19/16 14:38
399192605,16163639,2/19/16 14:38
1138674656,55348286,2/19/16 14:38
107411114,377129602,2/19/16 14:38
2796758104,1561463239,2/19/16 14:38
976871100,1065869268,2/19/16 14:38
2907497749,426949133,2/19/16 14:38
449901857,4774784355,2/19/16 14:38
466559230,17072206,2/19/16 14:38
527581124,2274924564,2/19/16 14:38
2443170750,2832807293,2/19/16 14:38
2415202266,2274924564,2/19/16 14:38
4158710129,274190472,2/19/16 14:38
1123662752,3257412572,2/19/16 14:38
52141764,594886554,2/19/16 14:38
454348282,579144258,2/19/16 14:38
2906417688,49753604,2/19/16 14:38
1190175066,16253142,2/19/16 14:38
33695177,28785486,2/19/16 14:38
2153253704,40256008,2/19/16 14:38
7.0069E+17,109361219,2/19/16 14:38
1164175453,2521100933,2/19/16 14:38
16318652,16286743,2/19/16 14:38
498048227,1541028804,2/19/16 14:38
2845433628,1187647735,2/19/16 14:38
238265927,19568591,2/19/16 14:38
162491255,28785486,2/19/16 14:38
3390484131,1187647735,2/19/16 14:38
49794669,5695632,2/19/16 14:38
4754145109,545205128,2/19/16 14:38
4799702183,16389971,2/19/16 14:38
1099631100,3110905846,2/19/16 14:38
4910168507,4121225056,2/19/16 14:38
2729691812,514718176,2/19/16 14:38
16912671,914061,2/19/16 14:38
2954137227,474602875,2/19/16 14:38
33258248,196168350,2/19/16 14:38
1457443867,535639721,2/19/16 14:38
3066923126,36452050,2/19/16 14:38
736069032,149249831,2/19/16 14:38
2476863896,3181032174,2/19/16 14:38
931908926,318518392,2/19/16 14:38
21839895,199875709,2/19/16 14:38
178321127,1685042425,2/19/16 14:38
2241462026,77187402,2/19/16 14:38
2259486894,15458694,2/19/16 14:38
293491180,322031788,2/19/16 14:38
1520617003,3181032174,2/19/16 14:38
2981487345,17469289,2/19/16 14:38
443078259,359985239,2/19/16 14:38
2365181073,3490674203,2/19/16 14:38
3248172475,2590563444,2/19/16 14:38
7.00689E+17,109361219,2/19/16 14:38
2556018119,594886554,2/19/16 14:38
3723481395,33270656,2/19/16 14:38
488850429,1541028804,2/19/16 14:38
2668286088,620571475,2/19/16 14:38
7.0068E+17,109361219,2/19/16 14:38
43281182,61533487,2/19/16 14:38
585160650,2195203470,2/19/16 14:38
15987604,16253142,2/19/16 14:38
25268310,21537009,2/19/16 14:38
462407508,182265955,2/19/16 14:38
582352257,6.99345E+17,2/19/16 14:38
3424204180,916522718,2/19/16 14:38
211955165,807095,2/19/16 14:38
2745921497,3889878142,2/19/16 14:38
27491396,70587127,2/19/16 14:38
114454202,1541028804,2/19/16 14:38
1675475376,1187647735,2/19/16 14:38
2986472626,4893095903,2/19/16 14:38
412740589,242971319,2/19/16 14:38
920161381,29465136,2/19/16 14:38
774719010,16163639,2/19/16 14:38
1450257787,3375422393,2/19/16 14:38
2448072571,3001677160,2/19/16 14:38
4041511396,25073877,2/19/16 14:38
545294267,378118064,2/19/16 14:38
284115990,1541028804,2/19/16 14:38
328388476,368544047,2/19/16 14:38
947520978,2832807293,2/19/16 14:38
13748562,22084427,2/19/16 14:38
4171298712,18956073,2/19/16 14:38
79379662,29061705,2/19/16 14:38
214075458,15244782,2/19/16 14:38
162779593,16163639,2/19/16 14:38
1063445186,2274924564,2/19/16 14:38
93287581,5695632,2/19/16 14:38
4252165509,514718176,2/19/16 14:38
26111686,3839238625,2/19/16 14:38
1390705843,3178065296,2/19/16 14:38
1901075107,1065869268,2/19/16 14:38
541812082,18396319,2/19/16 14:38
81279355,4121225056,2/19/16 14:38
7.00689E+17,109361219,2/19/16 14:38
3007425528,25073877,2/19/16 14:38
58164422,914061,2/19/16 14:39
7.00689E+17,109361219,2/19/16 14:39
3817413628,25073877,2/19/16 14:39
783371330,2930053749,2/19/16 14:39
2287435320,2274924564,2/19/16 14:39
531684341,22936237,2/19/16 14:39
16322041,11866582,2/19/16 14:39
61049859,6160792,2/19/16 14:39
2798351581,129235890,2/19/16 14:39
198615305,4774532193,2/19/16 14:39
104644971,19817778,2/19/16 14:39
407566718,25073877,2/19/16 14:39
326221932,594233612,2/19/16 14:39
609956686,25073877,2/19/16 14:39
20257070,18791763,2/19/16 14:39
62815642,3300205033,2/19/16 14:39
2840135452,18208120,2/19/16 14:39
158735341,2825253076,2/19/16 14:39
392453067,30889286,2/19/16 14:39
4041511396,25073877,2/19/16 14:39
4726269672,22936237,2/19/16 14:39
7.00689E+17,109361219,2/19/16 14:39
363883148,628974330,2/19/16 14:39
3808653920,6.99345E+17,2/19/16 14:39
2911833425,3181032174,2/19/16 14:39
782393876,4121225056,2/19/16 14:39
4365826877,590871024,2/19/16 14:39
20081305,22084427,2/19/16 14:39
3293670791,1059360828,2/19/16 14:39
23035948,18791763,2/19/16 14:39
1390705843,4768403439,2/19/16 14:39
311925651,3314758074,2/19/16 14:39
183297036,119616538,2/19/16 14:39
151625018,97474887,2/19/16 14:39
99656108,2832807293,2/19/16 14:39
1573907246,36093620,2/19/16 14:39
1722513271,5402612,2/19/16 14:39
4183466843,514718176,2/19/16 14:39
808014258,3817413628,2/19/16 14:39
288931091,16569075,2/19/16 14:39
2507092023,2274924564,2/19/16 14:39
2838760929,4774532193,2/19/16 14:39
2840135452,18208120,2/19/16 14:39
104644971,6.99345E+17,2/19/16 14:39
408467423,15576928,2/19/16 14:39
1431557515,2906869047,2/19/16 14:39
6404332,15766082,2/19/16 14:39
4041511396,25073877,2/19/16 14:39
167490309,19554219,2/19/16 14:39
434469161,1541028804,2/19/16 14:39
17586312,940368062,2/19/16 14:39
560275448,65228322,2/19/16 14:39
2425894915,362027898,2/19/16 14:39
3981374896,1494835716,2/19/16 14:39
3398531592,34868965,2/19/16 14:39
466559230,90878730,2/19/16 14:39
117429291,6160792,2/19/16 14:39
18872373,15576928,2/19/16 14:39
179612108,1541028804,2/19/16 14:39
2584996366,1541028804,2/19/16 14:39
7.00669E+17,109361219,2/19/16 14:39
42228475,3408762575,2/19/16 14:39
50338130,15576928,2/19/16 14:39
3135303213,2319339266,2/19/16 14:39
1658365022,4896954832,2/19/16 14:39
571846363,563362273,2/19/16 14:39
413495031,3300205033,2/19/16 14:39
2223772010,1120169557,2/19/16 14:39
374735534,46252606,2/19/16 14:39
615847234,1187647735,2/19/16 14:39
276257510,1541028804,2/19/16 14:39
917819239,3060489838,2/19/16 14:39
3044672439,17133044,2/19/16 14:39
714775615,3387188439,2/19/16 14:39
22023376,22084427,2/19/16 14:39
7.00686E+17,109361219,2/19/16 14:39
309422920,1123024728,2/19/16 14:39
3299388521,2975468251,2/19/16 14:39
2744448917,4774532193,2/19/16 14:39
1099631100,17980523,2/19/16 14:39
4827984385,3948421274,2/19/16 14:40
439723246,97474887,2/19/16 14:40
486361268,67958182,2/19/16 14:40
589842523,14335144,2/19/16 14:40
2729691812,4716827713,2/19/16 14:40
2304023662,2274924564,2/19/16 14:40
2763687557,15754281,2/19/16 14:40
3532804813,940368062,2/19/16 14:40
3885497892,129235890,2/19/16 14:40
3376927462,443670861,2/19/16 14:40
3376927462,204535356,2/19/16 14:40
1952821213,25073877,2/19/16 14:40
4041511396,25073877,2/19/16 14:40
111996388,1494835716,2/19/16 14:40
1658365022,182265955,2/19/16 14:40
943656222,18396319,2/19/16 14:40
2305879171,14940354,2/19/16 14:40
81279355,4121225056,2/19/16 14:40
1553281753,514718176,2/19/16 14:40
2969912569,15576928,2/19/16 14:40
3221313688,3332044263,2/19/16 14:40
4776003254,261330050,2/19/16 14:40
2761150017,1187647735,2/19/16 14:40
4111631055,514718176,2/19/16 14:40
4638482973,3385160385,2/19/16 14:40
123269754,7702542,2/19/16 14:40
27017143,17147448,2/19/16 14:40
487542287,1541028804,2/19/16 14:40
604704562,1961168648,2/19/16 14:40
4182688875,16190478,2/19/16 14:40
3817413628,3723723982,2/19/16 14:40
546327667,29465136,2/19/16 14:40
3123519951,15640075,2/19/16 14:40
80614647,1541028804,2/19/16 14:40
71839061,15576928,2/19/16 14:40
4686817909,18791763,2/19/16 14:40
133489390,363124620,2/19/16 14:40
1588309442,2646849841,2/19/16 14:40
3060663552,16193222,2/19/16 14:40
104644971,431316553,2/19/16 14:40
1330960597,3497865853,2/19/16 14:40
2154377208,15576928,2/19/16 14:40
4296807192,4751884253,2/19/16 14:40
15152920,7790622,2/19/16 14:40
18685007,15576928,2/19/16 14:40
15122661,807095,2/19/16 14:40
29199006,15485532,2/19/16 14:40
3066709410,1494835716,2/19/16 14:40
37314736,16190478,2/19/16 14:40
159500579,2274924564,2/19/16 14:40
582005368,341985084,2/19/16 14:40
3739067240,6160792,2/19/16 14:40
3063624208,4716827713,2/19/16 14:40
7.00689E+17,109361219,2/19/16 14:40
4737754244,807095,2/19/16 14:40
4349644815,4263893061,2/19/16 14:40
1084240945,18396319,2/19/16 14:40
104644971,210982195,2/19/16 14:40
236251842,18791763,2/19/16 14:40
79104351,25073877,2/19/16 14:40
2305879171,624413,2/19/16 14:40
3324919772,4867741193,2/19/16 14:40
28082249,16163639,2/19/16 14:40
2305879171,3108351,2/19/16 14:40
2164060742,5695632,2/19/16 14:40
2798770069,358091193,2/19/16 14:40
4831066527,326255267,2/19/16 14:40
1245314881,34041795,2/19/16 14:40
3740653335,16031927,2/19/16 14:40
1202410422,16389971,2/19/16 14:40
93676274,15576928,2/19/16 14:40
3401401163,19211550,2/19/16 14:40
1607983992,376812938,2/19/16 14:40
79104351,25073877,2/19/16 14:40
4821920832,620571475,2/19/16 14:40
3532804813,1541028804,2/19/16 14:40
2231582468,15576928,2/19/16 14:40
4788263855,807095,2/19/16 14:40
276448523,838399572,2/19/16 14:40
2783504149,3161255514,2/19/16 14:40
378244224,149249831,2/19/16 14:40
972642235,24744541,2/19/16 14:40
3885497892,16190478,2/19/16 14:40
106210033,16711026,2/19/16 14:40
721319378,18791763,2/19/16 14:40
38731039,15576928,2/19/16 14:40
308723356,95448533,2/19/16 14:40
93287581,14173315,2/19/16 14:40
3407317754,6160792,2/19/16 14:40
4831066527,261330050,2/19/16 14:40
2154377208,15576928,2/19/16 14:40
3378783988,914061,2/19/16 14:40
3990358228,3497865853,2/19/16 14:40
7.00689E+17,109361219,2/19/16 14:40
7.00691E+17,109361219,2/19/16 14:40
4718047119,6160792,2/19/16 14:40
258348419,1541028804,2/19/16 14:40
19855767,61533487,2/19/16 14:40
104644971,3497865853,2/19/16 14:40
343163132,16031927,2/19/16 14:40
307175159,16389971,2/19/16 14:41
147236510,15576928,2/19/16 14:41
360515023,149249831,2/19/16 14:41
2920659436,549153653,2/19/16 14:41
403694424,2238576858,2/19/16 14:41
270912114,15576928,2/19/16 14:41
973204208,2347049341,2/19/16 14:41
106847793,15576928,2/19/16 14:41
35066685,19568591,2/19/16 14:41
1117495225,19211550,2/19/16 14:41
478153611,3490674203,2/19/16 14:41
23433605,210982195,2/19/16 14:41
770879618,620571475,2/19/16 14:41
4606313476,4872790937,2/19/16 14:41
7.0069E+17,109361219,2/19/16 14:41
113092693,19211550,2/19/16 14:41
3050154986,16193222,2/19/16 14:41
1120512253,2302239423,2/19/16 14:41
4477675754,16031927,2/19/16 14:41
634673656,1541028804,2/19/16 14:41
301714584,836447504,2/19/16 14:41
932933886,2765266481,2/19/16 14:41
2906581531,16389971,2/19/16 14:41
2729691812,549153653,2/19/16 14:41
1345827078,443304640,2/19/16 14:41
15617333,35002876,2/19/16 14:41
1511308297,15766082,2/19/16 14:41
4926789826,38474832,2/19/16 14:41
2408945116,4582587375,2/19/16 14:41
27610771,15576928,2/19/16 14:41
35066685,15576928,2/19/16 14:41
3268247754,3257411366,2/19/16 14:41
2328055272,279321785,2/19/16 14:41
303892169,4828469940,2/19/16 14:41
